"product_id","title","author","date","ver.purchase","format","stars","comments","helpful","rver_url","rver_id"
"B002WWF4IM","Definite buy for infant","Tessa Thompson","June 6, 2018",1,"White",5,"These are perfect for the bathroom sink. It can be slippery though if the baby shifts and attempts to turn over. We stopped using it once she turned 6 months old as she can sit up on her own.",,"https://www.amazon.com/gp/profile/amzn1.account.AF2YYY6YCQVLRT7MRNV5QBBLHYFQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AF2YYY6YCQVLRT7MRNV5QBBLHYFQ"
"B002WWF4IM","One Star","Ayesha George","June 5, 2018",1,"Aqua",1,"Awkward and hard to use.",,"https://www.amazon.com/gp/profile/amzn1.account.AGLNZZ3H2IAFXW7OKIQTKHWB3YFA/ref=cm_cr_arp_d_pdp?ie=UTF8","AGLNZZ3H2IAFXW7OKIQTKHWB3YFA"
"B002WWF4IM","Baby was very uncomfortable and awkward","Natalie Shannon","May 20, 2018",0,"Grey",2,"We use our laundry sink to wash our son, and this tub did not work for us. I even tried it in other sinks in the house and it would collapse and he was very uncomfortable. Now we just use it as a pad to lay him on to dry off. The one thing I like about it is the magnets stick to the front of the washer for easy storage.",,"https://www.amazon.com/gp/profile/amzn1.account.AFRL4RIYOM2WFAXKXUQTMZB6QCEQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AFRL4RIYOM2WFAXKXUQTMZB6QCEQ"
"B002WWF4IM","Too small for kitchen sink","Amazon Customer","May 17, 2018",0,"White",2,"I was really excited to receive this as a shower gift, but the first time we tried to use it we realized it’s too flimsy and small do r our kitchen sink. Our baby falls right in. It’s fits our bathroom sink tho. We just switched to the plastic tub instead. Kind of disappointed.",,"https://www.amazon.com/gp/profile/amzn1.account.AERLDGKGWBBQAHD6OON7AT3AAYSQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AERLDGKGWBBQAHD6OON7AT3AAYSQ"
"B002WWF4IM","Have 4 kids this last baby we bought it wish ...","elsiemommy","May 16, 2018",1,"Grey",5,"Have 4 kids this last baby we bought it wish we had it for all of them ! Specially the first month home this is what’s needed - specially if you don’t have too much space -",,"https://www.amazon.com/gp/profile/amzn1.account.AE3DYRBHXLUPMSWSJFANDUH3ZADA/ref=cm_cr_arp_d_pdp?ie=UTF8","AE3DYRBHXLUPMSWSJFANDUH3ZADA"
"B002WWF4IM","Cool concept but it’s a waste of money as it ...","Daisy","May 15, 2018",1,"Grey",2,"Cool concept but it’s a waste of money as it cannot support certain weight.  Very expensive to only be using it for just 2-3 weeks.  My son is not even 2 months yet & this collapsed as he puts on weight.  I suggest to look for something more long term.",,"https://www.amazon.com/gp/profile/amzn1.account.AG6ZQWWYKGEV6BKZHZ43ZVQOE3CQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AG6ZQWWYKGEV6BKZHZ43ZVQOE3CQ"
"B002WWF4IM","This is great for infant stage bath time","Mandy Peterson","May 9, 2018",1,"White",5,"This is great for infant stage bath time. Easy to clean and easy storage since it's flat - we just stick it to the side of the refrigerator since it's magnetic!",,"https://www.amazon.com/gp/profile/amzn1.account.AFKJKYHUO35R7QNN2HO6WU4RXHTQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AFKJKYHUO35R7QNN2HO6WU4RXHTQ"
"B002WWF4IM","Need a deep sink","FrazzledGrad","May 8, 2018",1,"Aqua",3,"Great product but only if you have a deep sink. My sink is shallow and the tub teeters. Not safe.",,"https://www.amazon.com/gp/profile/amzn1.account.AH3RY5NNVZ7ALDD6DLBVM3UMA3RQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AH3RY5NNVZ7ALDD6DLBVM3UMA3RQ"
"B002WWF4IM","Five Stars","Phil Tarli","May 2, 2018",1,"White",5,"Awesome so far so good.",,"https://www.amazon.com/gp/profile/amzn1.account.AFA45FI2EZD6PROR3DNHO7XFUGIA/ref=cm_cr_arp_d_pdp?ie=UTF8","AFA45FI2EZD6PROR3DNHO7XFUGIA"
"B002WWF4IM","Constantly collapses!!","AY","April 15, 2018",0,"White",2,"My son is only 1 month old and I’m already looking for a replacement. Buyer beware, I’m fairly certain this only works if you have a TINY sink. We have a standard rectangular sink and the Puj totally collapses into it when bathing my child. He loves his bath but it’s a pain for me to constantly have to reposition him. It worked great his first bath but has failed ever since (ps. My baby is only 10 lbs).",,"https://www.amazon.com/gp/profile/amzn1.account.AEUPZOJE26LEZJZ3XEE6WHK5PKAA/ref=cm_cr_arp_d_pdp?ie=UTF8","AEUPZOJE26LEZJZ3XEE6WHK5PKAA"
"B002WWF4IM","works best for old fashioned sinks and not the modern sinks ...","Wei Fan","April 10, 2018",1,"Grey",3,"does not fit all sinks.. works best for old fashioned sinks and not the modern sinks that are too deep for this product",,"https://www.amazon.com/gp/profile/amzn1.account.AF3ZG5HPRSSDXALR42NVGJNSXS7Q/ref=cm_cr_arp_d_pdp?ie=UTF8","AF3ZG5HPRSSDXALR42NVGJNSXS7Q"
"B002WWF4IM","Loved it!","Sim","April 7, 2018",1,"White",5,"Loved the Puj for my baby for the first 4 months... we used it everyday. Don’t have to worry about holding her up and she enjoyed it!!",,"https://www.amazon.com/gp/profile/amzn1.account.AH4KLSQYOU7HR3Q6DBLJEAYCRYCA/ref=cm_cr_arp_d_pdp?ie=UTF8","AH4KLSQYOU7HR3Q6DBLJEAYCRYCA"
"B002WWF4IM","Not ideal for smaller babies","Amazon Customer","April 5, 2018",0,"White",1,"The idea is good but if you have a baby under 7 pounds it doesn’t work. My newborn son kept kicking the magnet and it would just flop open. Not sure if we will use it again . I also think it’s too expensive for what it is.",,"https://www.amazon.com/gp/profile/amzn1.account.AGRIVLVM7GVPOYIZ7JGGLZLTJBEA/ref=cm_cr_arp_d_pdp?ie=UTF8","AGRIVLVM7GVPOYIZ7JGGLZLTJBEA"
"B002WWF4IM","Too flimsy","Lauren Kennedy","April 3, 2018",1,"Grey",1,"Too flimsy and magnets don't hold together well. Great in theory, especially the space saving perk, but poor execution. Save yourself the frustration and just get a bulky (yet useful) baby tub at the store for $20.",,"https://www.amazon.com/gp/profile/amzn1.account.AEZTWKSRZJ6ZKBKYVNZJGDESCNYA/ref=cm_cr_arp_d_pdp?ie=UTF8","AEZTWKSRZJ6ZKBKYVNZJGDESCNYA"
"B002WWF4IM","Five Stars","DA_VE","March 19, 2018",1,"White",5,"Must have item",,"https://www.amazon.com/gp/profile/amzn1.account.AE7RUIAYGD34GIGQBG7SK433LC3A/ref=cm_cr_arp_d_pdp?ie=UTF8","AE7RUIAYGD34GIGQBG7SK433LC3A"
"B002WWF4IM","Did I get one of the return items?","Shantanu","March 14, 2018",1,"Aqua",1,"I recently purchased one. The item I received looks a bit used. I’m very disappointed.",,"https://www.amazon.com/gp/profile/amzn1.account.AGT5T27G5UAC7B4NVVTYMSXDXJUA/ref=cm_cr_arp_d_pdp?ie=UTF8","AGT5T27G5UAC7B4NVVTYMSXDXJUA"
"B002WWF4IM","Easy to use, Easy to store!","Ashley G.","February 21, 2018",1,"Grey",4,"My neighbor told me about this bath, as she saw me struggle with the other baths for my newborn like the Angelcare Bath Support bath. We have used this bath for about 2 baths now for my newborn baby boy and we are loving it. It is soft and fits perfectly in my upstairs sink (which no other bath would). It fills up with water to keep the baby warm but not submerge them which is important to me in bathing a newborn. The only concern I have about the bath is that where the bath is supposed to fold the magnets don't stay so it tends to unfold in the sink sometimes but this is very rare. I also wish that it would come with the hanging knob for the shower so after I am done using it I can hang it. This part is sold separately. I have used the Angelcare Bath Support and the 4 Moms bath and in terms of functionality and ease of use this is my top choice!",,"https://www.amazon.com/gp/profile/amzn1.account.AFHLKEBRTZXYUSIVINXZMHBZ4BDA/ref=cm_cr_arp_d_pdp?ie=UTF8","AFHLKEBRTZXYUSIVINXZMHBZ4BDA"
"B002WWF4IM","This was a shower gift for a newborn. Since ...","BobCat","February 17, 2018",1,"White",5,"This was a shower gift for a newborn. Since the kid won't talk for another year or so-cant tell if he likes it.",,"https://www.amazon.com/gp/profile/amzn1.account.AHAN3ON64C33GARUXGSCIZNFN4DQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AHAN3ON64C33GARUXGSCIZNFN4DQ"
"B002WWF4IM","it says up to 6 months or 17 pounds which sucks. My baby is almost 17 at 3 months","Alissa Wilson","February 9, 2018",1,"Aqua",5,"Most nontoxic baby tub I have found. However, it says up to 6 months or 17 pounds which sucks. My baby is almost 17 at 3 months.",,"https://www.amazon.com/gp/profile/amzn1.account.AFAZ3GOMIGVVUDJSCAZR5E22DEBQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AFAZ3GOMIGVVUDJSCAZR5E22DEBQ"
"B002WWF4IM","happy","stacey cline","January 31, 2018",1,"White",5,"Bought as a gift. She could not find this in store but was the only tub that would fit in their sink.",,"https://www.amazon.com/gp/profile/amzn1.account.AGJCPFQJVVLJT3NHI4QB3JM5ZAGA/ref=cm_cr_arp_d_pdp?ie=UTF8","AGJCPFQJVVLJT3NHI4QB3JM5ZAGA"
"B002WWF4IM","I can not say enough how amazing this bathtub is","Andrea","January 16, 2018",1,"Aqua",5,"I can not say enough how amazing this bathtub is. I LOVE it I bought one for my moms house to use! It is so soft and fits perfect in the bathroom sink. This is the best baby gift we got. Def. get this gift this should be one of the top baby shower gifts and def. and must have!!!!",,"https://www.amazon.com/gp/profile/amzn1.account.AFS5BUSFCMU4NOI5WAAAM5BKK4ZQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AFS5BUSFCMU4NOI5WAAAM5BKK4ZQ"
"B002WWF4IM","Bad design, not user friendly","aws@storm","December 22, 2017",1,"White",1,"Overhyped. The thing I don't like about it, it does not fold as shown unless you put baby in it. Design wise I suggest a clip on the bottom. It is uncomfortable to move it with baby in hand and worry about it opening.",,"https://www.amazon.com/gp/profile/amzn1.account.AFBO2YLDL666GB4J5DMCLPIYNFCA/ref=cm_cr_arp_d_pdp?ie=UTF8","AFBO2YLDL666GB4J5DMCLPIYNFCA"
"B002WWF4IM","Blowout approved","Sheldor","December 8, 2017",1,"Aqua",4,"Bought this because someone I know used it for their baby and swore it was the best thing ever.  The thing I like most about this tub is that it holds enough water in it while constantly draining water out of it.  For those of you first time parents looking for a tub trust me when I say you want a tub that drains because you will get (dun dun duuuun) bath time blowouts and the last thing you want is for him/her to be bathing in it.  The foam like material makes it easy to clean and quick to dry.  If you don't mind spending the money I would get this tub and if you don't want to spend the money just make sure you buy a tub that drains ;)Pros- Easy to clean- Light weight- Seems to be pretty comfortable for the baby- Its easy to pack into a suit case or duffle bagCons- Its a little pricey- May not fit all sinks",,"https://www.amazon.com/gp/profile/amzn1.account.AHOXCOA4D2RVN3NPD3BFBXJD7V3Q/ref=cm_cr_arp_d_pdp?ie=UTF8","AHOXCOA4D2RVN3NPD3BFBXJD7V3Q"
"B002WWF4IM","... was a gift so we shall see how they like it. I like that it lays flat","M. Melcher","December 5, 2017",1,"Aqua",5,"This was a gift so we shall see how they like it.  I like that it lays flat, but it does not look like a stand alone tub.",,"https://www.amazon.com/gp/profile/amzn1.account.AHGMF4HEDUNXNVSQKGGQIV3G3LJQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AHGMF4HEDUNXNVSQKGGQIV3G3LJQ"
"B002WWF4IM","The best thing about this tub is not having to bend ...","Katherine Leigh Thornton","November 29, 2017",0,"White",5,"The best thing about this tub is not having to bend over a bathtub the clean your baby! I’ve used it with all three kids. It’s so easy! Fill then dump and no drying time. I could go on and on. This is truly an item i wouldn’t want to do without during the first few months. Trust me. I’m a baby product minimalist after three kids!",,"https://www.amazon.com/gp/profile/amzn1.account.AF5MPVKTP43NONUJU53AO3NUEK3A/ref=cm_cr_arp_d_pdp?ie=UTF8","AF5MPVKTP43NONUJU53AO3NUEK3A"
"B002WWF4IM","Bath time always ended up in baby awkwardly sitting in the sink while I’m doing my best to wash a slippery baby","Natassia Baxter","November 12, 2017",0,"Aqua",1,"This falls apart in the sink because the magnets come undone. Bath time always ended up in baby awkwardly sitting in the sink while I’m doing my best to wash a slippery baby.",,"https://www.amazon.com/gp/profile/amzn1.account.AGW3SWZWA5X5ELPBU45A4AC34B2Q/ref=cm_cr_arp_d_pdp?ie=UTF8","AGW3SWZWA5X5ELPBU45A4AC34B2Q"
"B002WWF4IM","and I love it. Since I've had it","M. Wolfe","November 9, 2017",1,"Grey",5,"I've had this tub for almost three years, and I love it. Since I've had it, I buy it as a baby shower gift because it's such a versatile product. I have two children with whom I used this product from infancy to around 7-8 months, or whenever baby started crawling for efficiently.When in use, it's easy to set up, fits into all sinks I've tried (two different kitchen sinks and three different bathroom sinks), and contours well with baby's body. It is made in such a way that if you keep the water running over it, the water drains through the bottom flaps, so you don't have to worry about it overflowing and possibly putting baby in danger. It's soft for baby's comfort but still has grip so baby isn't sliding everywhere. Both of my children that used this never showed any sign of discomfort and actually seemed to enjoy bath time. Because it has no base, you can adjust it at different angles in the sink to elevate the head at your discretion, or lessen the elevation for babies that are not able to sit up on their own yet.My second favorite part about this tub is how easy it is to maintain and store. It unfolds flat for easy washing. Many tubs have little nooks and crannies that require more effort to clean, but the Puj tub is flat so I just wash it down with a handheld shower then hang it on the wall above the tub to dry. When we travel, it folds easily into our large luggage.I have two kids 14 months apart, so I used this tub A LOT until my youngest was old enough to sit up and control his balance in the normal tub. I used this product almost every day for nearly two years and never had a problem with it. I highly recommend it, and will buy it for you if I'm invited to your baby shower.",,"https://www.amazon.com/gp/profile/amzn1.account.AHEUF43JF5SM3XC3WZMN5SRWVIKA/ref=cm_cr_arp_d_pdp?ie=UTF8","AHEUF43JF5SM3XC3WZMN5SRWVIKA"
"B002WWF4IM","Five Stars","sydney","November 1, 2017",0,"Aqua",5,"Very easy to use and clean.  Only downfall is my baby outgrew by 14 weeks.",,"https://www.amazon.com/gp/profile/amzn1.account.AH26RB7276YKT6SKQEVTU7PQMJIA/ref=cm_cr_arp_d_pdp?ie=UTF8","AH26RB7276YKT6SKQEVTU7PQMJIA"
"B002WWF4IM","Great design","V. S.","October 19, 2017",1,"White",5,"This is a simple, fantastic design.  Soft, easy to wash and lightweight.  Works perfectly, a must have basic for any parent.",,"https://www.amazon.com/gp/profile/amzn1.account.AEDCFCN4HSVMAL5MJEKVPVUWD5DA/ref=cm_cr_arp_d_pdp?ie=UTF8","AEDCFCN4HSVMAL5MJEKVPVUWD5DA"
"B002WWF4IM","Design is neat, practical use not ideal.","Cass","October 17, 2017",1,"Aqua",1,"I bought this as it was recommended by a friend. I can’t say that I recommend this at all. The design in theory sounds and looks great but once you have a kicking child in it the design doesn’t work well. The magnets don’t hold very well. Don’t waste your money.",,"https://www.amazon.com/gp/profile/amzn1.account.AF65VXLVYN6CBJ2ZWTB3YSDM4RMA/ref=cm_cr_arp_d_pdp?ie=UTF8","AF65VXLVYN6CBJ2ZWTB3YSDM4RMA"
"B002WWF4IM","Nope","Rena Ambrose","October 14, 2017",1,"White",1,"""Exploding"" baby tub. Really stupid design.",,"https://www.amazon.com/gp/profile/amzn1.account.AEZRWBX4AV4YPE6B5T6SXCAKEWSQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AEZRWBX4AV4YPE6B5T6SXCAKEWSQ"
"B002WWF4IM","Seemed practical but failed in practice.","Alison Ann","October 11, 2017",1,"Aqua",1,"I loved the idea of this tub because it seemed so practical and comfortable for our little one however in practice its just not that useful. It doesn't allow for much water around your baby just a little around their bum and we eventually learned that our kiddo was much happier just laying back in the bathroom sink floating in a full tub of water rather than sat in this tub getting cold.",,"https://www.amazon.com/gp/profile/amzn1.account.AGDIZA47DHPGALTHJOHQ2JU7J6DQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AGDIZA47DHPGALTHJOHQ2JU7J6DQ"
"B002WWF4IM","So much better than traditional baby baths","Russ S.","October 11, 2017",1,"Aqua",5,"We didn't get this until our 3rd kid.  Too bad, cause it's amazing.  There are so many things we love about it I don't know where to start!  Let's just keep it simple... you should buy it!",,"https://www.amazon.com/gp/profile/amzn1.account.AEIDI5UOHHKWCBPYEQUSCNEBINDA/ref=cm_cr_arp_d_pdp?ie=UTF8","AEIDI5UOHHKWCBPYEQUSCNEBINDA"
"B002WWF4IM","This tub is amazing. After searching for the perfect tub before my ...","praven","October 3, 2017",1,"Grey",5,"This tub is amazing.  After searching for the perfect tub before my son was born I finally narrowed my choices down to the Puj and the 4moms.  I settled on the Puj mostly because it would save space but I definitely skeptical about the simplicity and the design.  Upon first use, I instantly became a fan.  This tub makes bath time and after bath time clean up SO easy.  I am sad that my son is growing so quickly that he is barely fitting in the Puj at 4 months and I'm dreading the day I will officially have to retire it and move on to a big bulky tub.",,"https://www.amazon.com/gp/profile/amzn1.account.AGZ4H2WJE2S722YVXINDGMOZCDAA/ref=cm_cr_arp_d_pdp?ie=UTF8","AGZ4H2WJE2S722YVXINDGMOZCDAA"
"B002WWF4IM","This is one of the best baby items I've ever bought","Amazon Customer","October 3, 2017",1,"Kiwi",5,"This is one of the best baby items I've ever bought. You do need a fairly narrow, deep sink to use it in though. A kitchen sink wouldn't work. It's very easy to clean, very easy to dry, and portable.",,"https://www.amazon.com/gp/profile/amzn1.account.AH35LWWAIP3Q4J5LZGU6ZTOOPQCA/ref=cm_cr_arp_d_pdp?ie=UTF8","AH35LWWAIP3Q4J5LZGU6ZTOOPQCA"
"B002WWF4IM","This is freaking awesome. I recommend this over and over","Coralie","September 21, 2017",1,"White",5,"This is freaking awesome.  I recommend this over and over!",,"https://www.amazon.com/gp/profile/amzn1.account.AHLWWM5EBIU5IEHBTZQC65V4GEBQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AHLWWM5EBIU5IEHBTZQC65V4GEBQ"
"B002WWF4IM","Bad magnets","Sara Lott","September 19, 2017",0,"Aqua",2,"I I am disappointed in the magnets on this tub.  They open up all the time.  Hoping I just hot a bad tub because I like it other than that.",,"https://www.amazon.com/gp/profile/amzn1.account.AEMPOGI7KK6VVXANLEOIKQJQ3VKA/ref=cm_cr_arp_d_pdp?ie=UTF8","AEMPOGI7KK6VVXANLEOIKQJQ3VKA"
"B002WWF4IM","Waste of money","CK Jayden","September 10, 2017",0,"Aqua",1,"This product is garbage. Water got all over the place and our baby was incredibly uncomfortable. There are much better baby bathtubs out there besides this one.",,"https://www.amazon.com/gp/profile/amzn1.account.AGHIC72Z2NKZD33C3KVYTBRCLDWA/ref=cm_cr_arp_d_pdp?ie=UTF8","AGHIC72Z2NKZD33C3KVYTBRCLDWA"
"B002WWF4IM","I put a piece of tape on the tub and ...","SandraD","September 5, 2017",1,"White",3,"I put a piece of tape on the tub and when I went to pull it off a piece of the tub came off with it! Very fragile!",,"https://www.amazon.com/gp/profile/amzn1.account.AFWG22NE7O2GPWPWRQGFQW6KWFGQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AFWG22NE7O2GPWPWRQGFQW6KWFGQ"
"B002WWF4IM","I think it's great so far","N V","August 18, 2017",1,"Aqua",4,"I think it's great so far, only gripe is that my baby actually slides around in it a lot. He's little, so maybe he needs to get a little bigger. It's a little awkward to use. Honestly, we mostly just get into the tub with the baby and he loves it. But that wastes so much more water than this little thing. We will keep trying it and figuring something out. But it's not a perfect solution by any means.",,"https://www.amazon.com/gp/profile/amzn1.account.AF65N4YOEWUQEAN7LFMEP2SAFLJA/ref=cm_cr_arp_d_pdp?ie=UTF8","AF65N4YOEWUQEAN7LFMEP2SAFLJA"
"B002WWF4IM","I really enjoy the convenience of the Puj and it has served ...","Baggins","July 27, 2017",0,"Aqua",4,"I really enjoy the convenience of the Puj  and it has served us well so far. However, it looks like it's starting to cave under baby's weight and he is only at 3 months old",,"https://www.amazon.com/gp/profile/amzn1.account.AEG72YAGEIOIJKLWE3FPM5RK7C2Q/ref=cm_cr_arp_d_pdp?ie=UTF8","AEG72YAGEIOIJKLWE3FPM5RK7C2Q"
"B002WWF4IM","Love this. It saves my back from having to ...","ARLENE V.","July 20, 2017",1,"White",5,"Love this. It saves my back from having to bend over a tub. It's soft, dries quick, and easy to hang. Wish I had this for my other 2 kids. My daughter will soon outgrow this though (she's almost 3 months) and will have to be put in a regular baby tub.",,"https://www.amazon.com/gp/profile/amzn1.account.AGQFLMJNZTROUUWGN5ZE4JT3AZWA/ref=cm_cr_arp_d_pdp?ie=UTF8","AGQFLMJNZTROUUWGN5ZE4JT3AZWA"
"B002WWF4IM","... typically write reviews but this product was a huge waste of money","Amazon Customer","July 10, 2017",1,"Aqua",1,"I don't typically write reviews but this product was a huge waste of money. I thought it was going to be fantastic, but after two trips, I'm tossing it. The magnets come undone all the time unless the sink is a perfect fit which most aren't. If your baby slides down in it and you try to move them back up the puj floats so it's nearly impossible to pick up the baby and keep the tub from moving. I brought it on a second trip thinking I just had to get used to it and nope still hate it. I wish I could love it because the size is great for packing. Disappointed.",,"https://www.amazon.com/gp/profile/amzn1.account.AE6PELGTK3FMQSMLLO6AGRW76W6A/ref=cm_cr_arp_d_pdp?ie=UTF8","AE6PELGTK3FMQSMLLO6AGRW76W6A"
"B002WWF4IM","Flimsy and unstable","Amazon Customer","July 4, 2017",0,"Aqua",1,"Feels like a 5$ product that costs 45$. Feels unsafe in sink, I would never trust my babies life in this. Returned this trash immediately.",,"https://www.amazon.com/gp/profile/amzn1.account.AEI6JUACLMYWYJIHQAZMBV5GUX6Q/ref=cm_cr_arp_d_pdp?ie=UTF8","AEI6JUACLMYWYJIHQAZMBV5GUX6Q"
"B002WWF4IM","Five Stars","Bridgett","July 3, 2017",1,"Grey",5,"The best!",,"https://www.amazon.com/gp/profile/amzn1.account.AECCDWRI6VR42DHRCW2I7KPHM36A/ref=cm_cr_arp_d_pdp?ie=UTF8","AECCDWRI6VR42DHRCW2I7KPHM36A"
"B002WWF4IM","It doesn't hold itself","Jonathan Jimenez","June 30, 2017",0,"White",1,"It doesn't stay in place! The magnets are not strong enough and is always opening and I have to reposition my baby 3-4 times during a 10 min bath, the baby slips all the time. I read so many good comments but I didn't like it, it opens all the time.",,"https://www.amazon.com/gp/profile/amzn1.account.AFKZNMAQ57T67BNXWTACALQFY6AA/ref=cm_cr_arp_d_pdp?ie=UTF8","AFKZNMAQ57T67BNXWTACALQFY6AA"
"B002WWF4IM","I love how simple it is","Aimee","June 20, 2017",1,"White",2,"I love how simple it is, and how compact. However I feel like this bath makes it hard to wash your baby! It doesn't fit properly in my sink. Also, doesn't allow much water to be in the tub. It's cute and easy to store but very hard to get a good wash in for your baby!My baby is 9lb now and the pun tub collapsed when I put her in it. Don't buy unless you have the perfect size sink!",,"https://www.amazon.com/gp/profile/amzn1.account.AGQWP5ATCLOODGMJ652MMM3XVK3A/ref=cm_cr_arp_d_pdp?ie=UTF8","AGQWP5ATCLOODGMJ652MMM3XVK3A"
