"product_id","title","author","date","ver.purchase","format","stars","comments","helpful","rver_url","rver_id"
"B005SP2LWW","Stretchy Mcgee","AleashaMatthews","July 31, 2018",1,"Format: Baby Product",1,"Returned mine within 30 days because it stretched out too much. Not that it makes a ginormous difference but I am not a big girl so I expected this to last longer. Loved it at first though.",,"https://www.amazon.com/gp/profile/amzn1.account.AEMELIOUC3OD3ILZMUFYVSYA5ZEQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AEMELIOUC3OD3ILZMUFYVSYA5ZEQ"
"B005SP2LWW","Purchased as a gift","Maggie","July 31, 2018",1,"Format: Baby Product",5,"Purchased as a gift.",,"https://www.amazon.com/gp/profile/amzn1.account.AEDHCOSU7PCB3S3Y3I5GV4J5JLPQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AEDHCOSU7PCB3S3Y3I5GV4J5JLPQ"
"B005SP2LWW","Great gift!","Donna Zimmerman","July 30, 2018",0,"Format: Baby Product",5,"Bought this for a friend and she just loves it!",,"https://www.amazon.com/gp/profile/amzn1.account.AE6ZHFQ7ALGNGBMQCDHFKGROVYVA/ref=cm_cr_arp_d_pdp?ie=UTF8","AE6ZHFQ7ALGNGBMQCDHFKGROVYVA"
"B005SP2LWW","Money well spent!","Kris","July 28, 2018",1,"Format: Baby Product",5,"This wrap is amazing! My son is 7 months and I still use it every single day. He loves to snuggle and he loves seeing what I’m doing. I like this wrap because it’s a little thicker than other wraps or there and it’s stretchy so my little one feels very supported. It’s maybe a little hot for summer, but I mainly use it around the house. Don’t feel overwhelmed by how to tie it, they provide instructions - OR you can just watch someone show you how to tie it on YouTube. Super easy!",,"https://www.amazon.com/gp/profile/amzn1.account.AGQV2EPKGA2F4GZ7JQ4M5ZP5THEQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AGQV2EPKGA2F4GZ7JQ4M5ZP5THEQ"
"B005SP2LWW","Love it!!!","Claudia Calderon","July 28, 2018",1,"Format: Baby Product",5,"My 2 week old son loves being in this wrap! I think it helps us bond a little too. It's super snug and I can take him anywhere in it. My only critique is not with product itself, I ordered the red wrap and received a black one instead. Not a big deal though as I love this product!",,"https://www.amazon.com/gp/profile/amzn1.account.AFXBHXK53VZUTB6GX3UEKZW2EGWA/ref=cm_cr_arp_d_pdp?ie=UTF8","AFXBHXK53VZUTB6GX3UEKZW2EGWA"
"B005SP2LWW","Doesn’t feel secure","Victoria","July 26, 2018",1,"Format: Baby Product",1,"I don’t know how some women wear this.  I did not feel like the baby was secure enough to have both hands free.  I had to support baby’s bottom with one.",,"https://www.amazon.com/gp/profile/amzn1.account.AFKDGJ3Q45CCWJGCFRBXCJ76NQCA/ref=cm_cr_arp_d_pdp?ie=UTF8","AFKDGJ3Q45CCWJGCFRBXCJ76NQCA"
"B005SP2LWW","hoping it wont be super hot but fabric quality is soft and stretchy","Kay","July 26, 2018",1,"Format: Baby Product",4,"hoping it wont be super hotbut fabric quality is soft and stretchy",,"https://www.amazon.com/gp/profile/amzn1.account.AGTUJNVE2D4QBXUDKUDX4R2HZO4A/ref=cm_cr_arp_d_pdp?ie=UTF8","AGTUJNVE2D4QBXUDKUDX4R2HZO4A"
"B005SP2LWW","Four Stars","Rocio","July 25, 2018",1,"Format: Baby Product",4,"Excelent but hoooot!",,"https://www.amazon.com/gp/profile/amzn1.account.AHPDF5SZQBYMJYKN5YDMC4SROLPQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AHPDF5SZQBYMJYKN5YDMC4SROLPQ"
"B005SP2LWW","Great to have hands free while still carrying baby","Amy","July 25, 2018",1,"Format: Baby Product",5,"It wasn't hard to learn how to use. Only took me a couple tries. It's nice to have 2 hands free while still being able to carry my baby around.",,"https://www.amazon.com/gp/profile/amzn1.account.AEBL27FZJYQ26RHXZ7JN53QJDR5Q/ref=cm_cr_arp_d_pdp?ie=UTF8","AEBL27FZJYQ26RHXZ7JN53QJDR5Q"
"B005SP2LWW","Baby loves this wrap!","Amazon Customer","July 24, 2018",1,"Format: Baby Product",5,"I was a little unsure if I would like this or not, and if it was really as easy as it said, and comfy for bebe. Well I Love it, and my grandson does too!! He snuggles right in, and sleeps so soundly. This wrap seems to be the only thing to comfort him when he's fussy at times, because I believe it similates the feeling of being inutero. Being hands free is an extra bonus, as I can continue to get things done while he is fast asleep, safe and sound. I wish these were around when my daughter was this age!!",,"https://www.amazon.com/gp/profile/amzn1.account.AHEHMEDMZOG7NEPCQZFI3MWPBVHQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AHEHMEDMZOG7NEPCQZFI3MWPBVHQ"
"B005SP2LWW","Works really well when you have a clingy baby","Tessa","July 24, 2018",1,"Format: Baby Product",4,"This is a nice wrap. Really easy to use once you do it a couple times. My son didn't like it when he was an infant but now that his legs can dangle he enjoys it and will nap in it.  Definitely gives my arms a break.",,"https://www.amazon.com/gp/profile/amzn1.account.AG3CF73J7XQWZYDIBD52DDQBKN3A/ref=cm_cr_arp_d_pdp?ie=UTF8","AG3CF73J7XQWZYDIBD52DDQBKN3A"
"B005SP2LWW","Three Stars","CMarieSteves","July 23, 2018",1,"Format: Baby Product",3,"Super confusing to use but that might have just been me.",,"https://www.amazon.com/gp/profile/amzn1.account.AGBSTNZ2UF7LQ5LN2IXMMG57TQYQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AGBSTNZ2UF7LQ5LN2IXMMG57TQYQ"
"B005SP2LWW","36 months, seriously?","K.L.","July 22, 2018",0,"Format: Baby Product",3,"Y’all, I’d like to see someone wear their 36 MONTHS old “baby” in this wrap, come on! My baby outgrew this by month 1. Outgrew meaning he was no longer comfortable being all restrained and crouched over in this thing. We transitioned to the Ergobaby with infant insert and that is much more practical.",,"https://www.amazon.com/gp/profile/amzn1.account.AEXO7MCLKKNTOW5MRCLBMA7HDCNQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AEXO7MCLKKNTOW5MRCLBMA7HDCNQ"
"B005SP2LWW","Good quality product! Fast shipping!","Amazon Customer","July 22, 2018",0,"Format: Baby Product",5,"Purchased as a gift for a new born! Looks to be high quality!!",,"https://www.amazon.com/gp/profile/amzn1.account.AH6PS3GGTZLCMWKS54JHNXDASPWA/ref=cm_cr_arp_d_pdp?ie=UTF8","AH6PS3GGTZLCMWKS54JHNXDASPWA"
"B005SP2LWW","The best","Christian Solis","July 21, 2018",1,"Format: Baby Product",5,"This is an absolute NEED for every mother. I use mine everyday. The material is soft, breathable, and gives the perfect amount of stretch. Love it",,"https://www.amazon.com/gp/profile/amzn1.account.AGMGKNHFB6HDE6OKFJI3XQTVVO6Q/ref=cm_cr_arp_d_pdp?ie=UTF8","AGMGKNHFB6HDE6OKFJI3XQTVVO6Q"
"B005SP2LWW","Works as expected","Techyy555","July 19, 2018",1,"Format: Baby Product",4,"Bought it for my Wife our little one is a week old and sometimes needs a little extra reassurance at night. This helps, it is snug and warm and calms her right down so long as she can hear our hearts and get skin to skin.It is warm....really warm and almost too stretchy baby tends to sink as you move.",,"https://www.amazon.com/gp/profile/amzn1.account.AGZES6VPBQ6NUBG5EL72A23HNQCA/ref=cm_cr_arp_d_pdp?ie=UTF8","AGZES6VPBQ6NUBG5EL72A23HNQCA"
"B005SP2LWW","Cute but didn’t work for me.","Amazon Customer","July 19, 2018",1,"Format: Baby Product",4,"Worked great but I preferred the ring sling.",,"https://www.amazon.com/gp/profile/amzn1.account.AGOQHKE6755YVG4VVITIQRMQDWVQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AGOQHKE6755YVG4VVITIQRMQDWVQ"
"B005SP2LWW","Perfect wrap for all size mommies","Kim","July 18, 2018",1,"Format: Baby Product",5,"Perfect wrap for mommies with a bit of meat on their bones. The little guy loves it also!",,"https://www.amazon.com/gp/profile/amzn1.account.AFFFMZCPNNTS7ZMMMPF6IL4NS7AQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AFFFMZCPNNTS7ZMMMPF6IL4NS7AQ"
"B005SP2LWW","I love using my wraps","Sarah","July 18, 2018",1,"Format: Baby Product",5,"I love using my wraps! We would never be in church anymore if we didn't have these! Comfy and easy to use once you figure it out. Also it breathes well so baby doesnt over heat!",,"https://www.amazon.com/gp/profile/amzn1.account.AFUXZ3N3K6HE3HG67MJAH4XA33YA/ref=cm_cr_arp_d_pdp?ie=UTF8","AFUXZ3N3K6HE3HG67MJAH4XA33YA"
"B005SP2LWW","does the job but there are many things that could be improved.","Aaron Merritt","July 18, 2018",1,"Format: Baby Product",4,"Pretty legit, but it is a lot of work getting it wrapped around you and there is WAY more material left over than what is shown in the image. The material is also fairly thick, so it gets HOT on warmer days. I have yet to get it in a way that I don't have to support the babies head so I get almost the same result as when I wrap one of my wives scarves around my body and let my baby hang in that.",,"https://www.amazon.com/gp/profile/amzn1.account.AHAMI3RGBPGX5HWRQ5REQPIXQ2OQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AHAMI3RGBPGX5HWRQ5REQPIXQ2OQ"
"B005SP2LWW","Great for Twins","Danielle","July 17, 2018",1,"Format: Baby Product",5,"Great item. There's plenty of Youtube videos showing you how to use it, and both me and my husband enjoy carrying our twins in it.",,"https://www.amazon.com/gp/profile/amzn1.account.AEWCAO5KZEEVAO353CXMXCG5HVUA/ref=cm_cr_arp_d_pdp?ie=UTF8","AEWCAO5KZEEVAO353CXMXCG5HVUA"
"B005SP2LWW","Much too large and inconvenient!","EME","July 12, 2018",0,"Format: Baby Product",2,"I was really excited to receive this boba wrap since it had come so highly recommended by reviewers. I am sadly disappointed and currently on the search for a new wrap,however. The wrap is much too large and a hassle to put on. I practiced with it before I gave birth to my little guy and practiced again before carrying him around the first time. I understand how to tie, yet it is nearly impossible to get this wrap tight enough around my body to feel secure. It folds over easily and the material bunches up. I am petite - 5’5” and 115 lbs postpartum. My now 4 week old was just about 6.5 lbs at birth and I’ve been carrying him around since. The material itself is certainly stretchy and feels comfortable. I agree with other reviewers it’s hot for summer time. Baby wrapping is meant to be my main transportation for my baby in and out of the car seat, etc. and this wrap takes much too long to put on and adjust for it to be convenient. While I appreciate the different positions available as baby grows and the quality material, it’s not worth a recommendation due to its large size and inconvenient design.",,"https://www.amazon.com/gp/profile/amzn1.account.AGMIGBTT3UQZ7A2ZNNWWY3E6FNRQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AGMIGBTT3UQZ7A2ZNNWWY3E6FNRQ"
"B005SP2LWW","Decide if it's worth the money","Mrs.Ramsey","July 11, 2018",1,"Format: Baby Product",2,"Make sure your gonna really use it when purchasing we brought and tried to see if we were gonna use it once or twice but can't get a proper feel for it and it seems a little lose for our liking to trust our son hanging it. The material feels nice and is long and stretchy just it's either too tight or too loose for our liking.",,"https://www.amazon.com/gp/profile/amzn1.account.AHF2R43HMV6S2J42LN6NLQTRBLJA/ref=cm_cr_arp_d_pdp?ie=UTF8","AHF2R43HMV6S2J42LN6NLQTRBLJA"
"B005SP2LWW","This is an amazing product. On winter it is great","Amazon Customer","July 10, 2018",1,"Format: Baby Product",5,"This is an amazing product. On winter it is great, but on summer it might be too hot for the baby and the carrier. Other than that thanks tot his product I was hands free",,"https://www.amazon.com/gp/profile/amzn1.account.AGUAVUDXDWWJXOVMRHKZB4DP5WFA/ref=cm_cr_arp_d_pdp?ie=UTF8","AGUAVUDXDWWJXOVMRHKZB4DP5WFA"
"B005SP2LWW","I love this","Meow1says2smile","July 9, 2018",1,"Format: Baby Product",5,"Baby loves and I love this! This is my 3rd carrier. I was trying to find one my most recent baby likes. She loves being snuggled up in this. Takes a nap almost immediately and leaves able to use my hands. Comfortable and works well. A little tricky to get baby in and out correctly. But practice makes perfect!",,"https://www.amazon.com/gp/profile/amzn1.account.AHUA5O76JPIPRSUC2CSCVB62IM2A/ref=cm_cr_arp_d_pdp?ie=UTF8","AHUA5O76JPIPRSUC2CSCVB62IM2A"
"B005SP2LWW","Two Stars","Kim Kelly","July 9, 2018",1,"Format: Baby Product",2,"Too complicated had 3 daughters no one used it. Too expensive",,"https://www.amazon.com/gp/profile/amzn1.account.AFSXV5H6XRIQVOGDJ5UOHYLCSCXQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AFSXV5H6XRIQVOGDJ5UOHYLCSCXQ"
"B005SP2LWW","Great for my newborn","Courtney","July 9, 2018",1,"Format: Baby Product",3,"I really enjoy this wrap and my now 11 week old son loves it as well. He will sleep in it while I work from home or grocery shop. It is simple to wrap and use. However, after the first time wearing it the fabric started to snag. Also this was supposed to come with a carrying bag, which was missing from my package. I wish I could give this 5 stars but the missing bag and snagging are disappointing.",,"https://www.amazon.com/gp/profile/amzn1.account.AEK5EXMQBRGCF7S3XT2L5WSFB4IA/ref=cm_cr_arp_d_pdp?ie=UTF8","AEK5EXMQBRGCF7S3XT2L5WSFB4IA"
"B005SP2LWW","Very good","Carebear","July 8, 2018",1,"Format: Baby Product",5,"Fit my baby boy who is very big 24 pounds at 6 months",,"https://www.amazon.com/gp/profile/amzn1.account.AHCZGYSB4PQHUUTTZJKC722IZPHQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AHCZGYSB4PQHUUTTZJKC722IZPHQ"
"B005SP2LWW","Not my favorite...","Kelly","July 7, 2018",0,"Format: Baby Product",3,"This product was a nice quality but my son never seemed sturdy to me.  I always felt like he was going to fall and I didn't enjoy using it.",,"https://www.amazon.com/gp/profile/amzn1.account.AG7QBZMZDJVJE6TJ37ULIF5RCBCA/ref=cm_cr_arp_d_pdp?ie=UTF8","AG7QBZMZDJVJE6TJ37ULIF5RCBCA"
"B005SP2LWW","Five Stars","Camila","July 7, 2018",1,"Format: Baby Product",5,"Amazing, beautiful and love the quality. The only place my daughter will nap. Lol. She loves it!",,"https://www.amazon.com/gp/profile/amzn1.account.AFONY6JHTRLGZ5FHPXOHT4QCRB2A/ref=cm_cr_arp_d_pdp?ie=UTF8","AFONY6JHTRLGZ5FHPXOHT4QCRB2A"
"B005SP2LWW","Works great just sent wrong color.","Destrye Keith","July 7, 2018",1,"Format: Baby Product",2,"Only reason for 2 stars is I ordered black and received navy and I need it for an upcoming trip and I don’t have time to send it back for the right color.",,"https://www.amazon.com/gp/profile/amzn1.account.AGEBPVNLZNHTVF52SHZO7AXLZFUA/ref=cm_cr_arp_d_pdp?ie=UTF8","AGEBPVNLZNHTVF52SHZO7AXLZFUA"
"B005SP2LWW","False advertising","N wagnon","July 7, 2018",1,"Format: Baby Product",2,"The material of the fabric was not as advertised on the box",,"https://www.amazon.com/gp/profile/amzn1.account.AHBUC7NRF53RTNRI2ZG34ED3VXUQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AHBUC7NRF53RTNRI2ZG34ED3VXUQ"
"B005SP2LWW","Five Stars","heyya","July 7, 2018",1,"Format: Baby Product",5,"the material is very soft.",,"https://www.amazon.com/gp/profile/amzn1.account.AFAYU64NFUKCO2TPHAG7LNXE7OYQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AFAYU64NFUKCO2TPHAG7LNXE7OYQ"
"B005SP2LWW","The colour isn’t grey as it says","May","July 6, 2018",1,"Format: Baby Product",2,"Wasn’t happy that the colour turned out a bit greenish and not grey as it says. The colour isn’t the one in the picture",,"https://www.amazon.com/gp/profile/amzn1.account.AHRH67DIT6Y3BNKZJL42CTG2BWXQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AHRH67DIT6Y3BNKZJL42CTG2BWXQ"
"B005SP2LWW","Four Stars","royalty","July 6, 2018",1,"Format: Baby Product",4,"amazing, love it!!!",,"https://www.amazon.com/gp/profile/amzn1.account.AEBNQB2XSN5QHHOSH4423SGDUEMA/ref=cm_cr_arp_d_pdp?ie=UTF8","AEBNQB2XSN5QHHOSH4423SGDUEMA"
